comment,is_trust
"Cực kì hài lòng, Hi một chiếc gương cực kỳ chắc chắn và đẹp luôn ấy . Gương kính dày, gỗ đẹp. Tấm kính rõ nét đặt ơi văn phòng soi thì cực kỳ hợp lý luôn . Được tặng thêm cái hộp giấy đựng đồ trang điểm . Thông minh quá trời. Thích mua gương của beyours lắm lun hâhhahah",1
"Cực kì hài lòng, Giao hàng nhanh chóng mà đóng gói mấy lớp rất cẩn thận.
Gương siêu xinh giống y như ảnh, các bạn còn thiết kế để hộp có thể tái sử dụng và đựng thêm đồ nữa. Ý tưởng sáng tạo và tiết kiệm vô cùng.
Đặc biệt là buổi sáng nhận được đồ giao đến còn kèm thư cảm ơn dễ thương nên vui cả ngày. Mình sẽ tiếp tục ủng hộ brand Việt Nam đầy tinh tế như vậy 🥰",1
"Cực kì hài lòng, Đã mua bên shop mấy đồ nội thất ok lắm, giờ sắm thêm em gương này. Gương gắn trong khung gỗ chắc chắn, bản lề tốt, gương rất trong nịnh mắt khi ở dưới đèn vàng lắm nha! Có kèm cái ô giấy biến hộp giấy tận dụng để mỹ phẩm rất khác lạ! Mua giá sale 99k rất xứng với giá tiền. Sẽ ủng hộ shop thêm!",1
"Giá cả phù hợp, sản phẩm như hình, Mình đã nhận được sản phẩm, sản phẩm như hình, chắc chắn, giao hàng đúng hẹn và có hướng dẫn lắp hộp nhấn rất dễ thương. Cảm ơn shop nhiều. Sẽ còn ủng hộ. Nếu shop có thêm gương với tâm gỗ màu sáng hơn thì tốt quá. Mình sẽ ủng hộ",1
"Cực kì hài lòng, Quá xinh và tiện dụng, dày dặn chắc chắn nữa
Mình rất thích soi gương nên tiện lướt tiki chọn ngay 1 em gương để bàn
Sp này rất hợp với các bạn làm chăm sóc khách hàng hoặc bán hàng nhé, mỗi lần nói điện thoại với khách hàng mình thường soi để thêm bao dung và nhẫn nhịn :D nhất định không được đánh khách hàng, ngưng khẩu nghiệp",1
"Cực kì hài lòng, Ấn tượng đầu tiên là hàng giao rất nhanh, trên app báo là thứ 5 nhưng thứ 3 mình đã nhận được hàng. Hàng dễ vỡ nên được chèn giấy trong thùng giao khá kĩ. Gương nhìn rõ, chất liệu gỗ chắc tay, để lên bàn thấy cái bàn nó sang hẵn ra. Thứ hai là mình rất thích ý tưởng tận dụng hộp đựng làm thành khay đựng mỹ phẩm luôn, vừa có thêm chổ để mỹ phẩm gọn gàng vừa tái sử dụng hộp, bảo vệ môi trường. 5 sao!",1
"Cực kì hài lòng, Hnay mình nhận được hàng, gặp anh shiper cực kì dễ thương. Làm mình nhận hàng cũng cảm thấy sung sướng thay... mở hàng ra thì ô chao ơi nó đẹp, thích cực kì. Vì rẻ nên mua tặng chị mình 1 cái, chị cũng thích mê. ❤️❤️❤️ hàng đẹp, đóng gói cẩn thận, chắc chắn... 
Cảm ơn sản phẩm của BEYOURs nhé! Sẽ luôn ủng hộ shop 😘",1
"Rất không hài lòng, Mình đã nhờ a giao hàng coi giúp, thế mà xớn xác sao ảnh ko thấy. Về nhà mở ra thấy gương xước là hết muốn dùng, cũng ko hi vọng đổi trả mất tgian.  Sản phẩm hư hỏng, xuống cấp, lỗi... như vậy mà cũng giao đc? Những vết xước nhỏ này ko fai là dzo lỗi vận chuyển, mà fai nói có chủ ý giao đồ kém chất lượng :)). Tính mua đồ gtri thấp trc coi nhà cung cấp ntn, nên giờ chắc phải từ bỏ ko mua online kệ áo và gương toàn thân của shop, mua 1 lần và ko quay lại. Complaint để shop lưu ý mà ko mất khách hàng tiềm năng khác nhé.",0
"Rất không hài lòng, Được một hôm giao đúng hẹn thì bể nát bét z sao dùng được đây ! Hỗ trợ mình cách đổi sản phẩm khác. Bực bội hết cả người",0
"Rất không hài lòng, vừa mở hàng ra thì mình thấy tình trạng như vầy. Đề nghị Tiki có chính sách đổi trả",0
"Cực kì hài lòng, hôm bữa mình có mua hai bộ đồ chơi xếp hình nam chăm,thanh bi Buckyball chính hãng,cho thằng nhóc nhà mình chơi nó thích lắm và nó hơi ít , chưa thỏa sức sáng tạo hết, từ khi có bộ lắp ráp này thì thằng nhóc nhà mình cũng ít chơi điện thoại hơn, mình rất hài lòng,giao hàng cũng nhanh và hàng cũng chất lượng nữa.",1
"Cực kì hài lòng, Sản phẩm có vẻ ổn, về mặt lâu dài thì mình chưa rõ. Có 1 thanh nam châm bị yếu còn lại tất cả đều ok. Có 27bi và 36thanh. Mình chụp cạnh chìa khoá cho các bạn ước lượng được kích cỡ",1
"chất lượng khá tốt giá rẻ, Hộp ngoài hơi móp chút xíu, trong lót xốp dởm hơn ảnh, nh sản phẩm tổng thể khá tốt, rẻ hơn nhiều so với giá tại cửa hàng",1
"Cực kì hài lòng, Shop giao hàng đúng hẹn, sản phẩm đẹp, sắc nét, có cả phiếu bảo hành. Hài lòng.",1
"Chơi rất hay, Chơi rất hay nhưng hơi ít mong ra nhiều sản phẩm hơn",1
"Cực kì hài lòng, tôi rất hài lòng thanh nam châm có độ hít rất cao",1
"Cực kì hài lòng, Hàng này rất tốt,con của tôi rất thích hàng này",1
"Cực kì hài lòng, Rất hài lòng",1
"Cực kì hài lòng, Nam châm tốt, nhưng các thanh dài mảnh quá nên dễ gãy.",1
"Tạm, Ít que, nên xếp được ít hình. Không phát huy sáng tạo để tạo ra nhiều hình dạng khác nhau.
Giá cao so với sản phẩm. Nhận hàng có que bị gãy. Đánh giá cá nhân, sản phẩm chưa như kỳ vọng.",0
"Dễ gãy, Những thanh nam châm dễ bị gãy, ngay khi nhận được đã có thanh bị gãy, mình có hỏi qua Zalo miDoctor (gửi kèm trong hộp) nhưng không thấy phản hồi.",0
"Rất không hài lòng, Thanh nam châm rất dễ gãy
Hộp rơi xuống đất là gãy gần hết
Viên bi ko phải bi nam châm
Rất thất vọng về chất lượng sản phẩm",0
"Không hài lòng, Lúc đầu, sản phẩm có vẻ ổn. Nhưng sau khi chơi khoảng 3,4 hôm thì thanh nam châm bị gãy, có cái bị mẻ mất 1 đầu.",0
"Rất không hài lòng, Vô cùng thất vọng, khi xếp hình thì nó méo mó, nhìn rất xấu
Que sử dụng được một buổi thì gãy gần hết",0
"Không hài lòng, Đóng gói tốt, hút được. Nhưng bi thường KHÔNG PHẢI BI NAM CHÂM NHƯ MÔ TẢ!!!",0
"Chất lượng hàng không tốt, Thanh nam châm và bi quá nhỏ, cầm rơi nhé xuông đất là bể gãy ngay.",0
"Không hài lòng, quá nhỏ, không vừa ý, không ưng ý",0
"Không hài lòng, Mẫu mã đẹp nhưng các thanh nam châm dễ bị gãy",0
"Cực kì hài lòng, Thấy tạm ổn với giá quần. E mua đc giá 112k 🤣🤣🤣",1
"Cực kì hài lòng, vừa vận, đẹp, rất ok và cá tính",1
"Cực kì hài lòng, quần đẹp dang chuẩn rẻ nên mua",1
"Cực kì hài lòng, size 30 nhưng có vẻ hơi bé thì phải",1
"Cực kì hài lòng, chất lượng tốt",1
"Cực kì hài lòng, Chất liệu tốt",1
"Cực kì hài lòng, Muốn mua nữa",1
"Cực kì hài lòng, Như hình, giá tốt!",1
"Cực kì hài lòng, quần ok",1
"Rất không hài lòng, Mẫu đẹp mặc thử lên thấy đẹp, định đánh giá shop 5 sao nhưng sau khi mặc vào mới biết ống quần bên phải bị lệch ống, xoay ống rất khó chịu và nhìn lệch ống cực kì xấu. Ko biết shop có hỗ trợ đổi trả ko nữa",0
"Rất không hài lòng, Nhân viên giao hàng không tận nơi trông khi đường lớn.chu không phải ở hẻm nhỏ gì....! xóa tiki",0
"Không hài lòng, ko hài lòng lắm cạp quần trật ống quần lệch đường chỉ",0
"Rất không hài lòng, quần mặc 1 lần là bẩn luôn chất liệu rất rất tệ",0
"Hàng giao nhanh, chất lượng , tốt, sản phẩm đẹp, lần sau sẽ ủng hộ shop dài dài, Áo đẹp dày dặn . shop đóng gói cẩn thận . Sản phẩm đẹp giống hình shop đăng,  hàng còn mới nguyên tem được xếp và đóng gói cẩn thận.",1
"Vải đẹp dày áo đẹp lắm nha giao hàng siêu nhanh, Áo đẹppppp, chất cứng nhưng lên dáng đẹp lắm. Đường may cẩn thận mặc ấm. Đánh giá xong sẽ thoát ra và đặt mua tiếp 1c nữa",1
"Áo đẹp, phù hợp với giá tiền, giao hàng nhanh, đóng gói cẩn thận, Áo đẹp lắm nha mn . chỉ có vài sợi chỉ thừa thôi nha. phù hợp với giá tiền, giao hàng nhanh, đóng gói cẩn thận",1
"Áo đẹp, Áo đẹp, giá phải chăng,  Chất áo rất ổn. 2 lớp ko mỏng đâu nha! Khuyên mọi người nên mua!",1
"Sản phẩm rất chất lượng nhé, Áo đẹp dày đẹp, đường may chắc chắn, vải tốt, giao hàng rất nhanh, rất hài lòng,...",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, Giao k đúng mẫu,lần đầu mua hàng tiki cảm thấy thất vọng,đã gửi tin nhắn riêng yêu cầu đổi sp cho shop,nhưng k nhận đc phản hồi",0
"Không hài lòng, không dây rút. lót khác màu. kiểu may túi không giống. mác dán cũng không đúng.",0
"Cực kì hài lòng về sản phẩm, sản phẩm đẹp, chất lượng, chất vải mặc mát  nhân viên giao hàng khá vui vẻ",1
"Cực kì hài lòng, hàng như hình, giao nhanh, có điều mình 65kg chọn XL vẫn thấy hơi chật",1
"Cực kì hài lòng, vừa người nè 
hàng tiki đóng góp rất là ok nha 👌",1
"Cực kì hài lòng, áo đẹp đúng chất lượng. nói chung là rất ok",1
"ok, sản phẩm như hình chi tiết in khá tốt  giao hàng nhanh",1
"Cực kì hài lòng, áo tốt, giao hàng nhanh, tuyệt vời",1
"Cực kì hài lòng, hàng vãi siêu đẹp",1
"Cực kì hài lòng, tốt",1
"Cực kì hài lòng, tốt với tầm giá",1
"Không hài lòng, vải tốt nhưng đặt size nhỏ quá nên ko mặc vừa",0
"Cực kì hài lòng, Rất tốt, đi êm. Giao hàng nhanh, đóng gói cẩn thận.",1
"Cực kì hài lòng, hàng đẹp, chất lượng như hình ảnh trên website",1
"Cực kì hài lòng, rất ok",1
"Cực kì hài lòng, Ok",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, Đặt dép size 39 nhận dép size 38 bé thế để cho nữ đi thôi chứ đàn ông đi gi",0
"Cực kì hài lòng, Rất đẹp cảm ơn thời trang thành vinh đã giao đúng sản phẩm ,mua hai lần rồi ,rất uy tín lần sau sẽ mua tiếp",1
"Cực kì hài lòng, Giao hàng lâu ,nhưng hàng rất tốt đúng như hình ảnh",1
"Cực kì hài lòng, Oke đặc sai 30 nhưng gởi 31 hơi rộng nhưng tôi vừa lòng đẹp",1
"Cực kì hài lòng, giống như ảnh tốt lắm đáng mua",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, giao không đúng sản phẩm đã đặt. tôi đặt quần thụng túi chéo mà shop gửi hàng không đúng.",0
"Cực kì hài lòng, Đây là lần thứ 2 mình mua sản phẩm bên shop. Sản phẩm dầy dặn, chắc chắn và đẹp. Cảm ơn shop, sẽ ủng hộ thêm.",1
"Cực kì hài lòng, Hàng đúng chất thùng đựng đạn. Cám ơn shop và tiki. Mong sao shop và tiki phát triển thêm❤️",1
"Cực kì hài lòng, Rất ưng ý về sản phẩm. Dày dặn phết, đẹp, tiện dụng. Sẽ mua thêm ủng hộ.",1
"Cực kì hài lòng, hàng được nhưng shop nên gửi thông tin hàng hóa thì tốt hơn",1
"Cực kì hài lòng, TiKi giao hàng nhanh , sản phẩm vừa ý  , tiếp tục ủng hộ TiKi",1
"Cực kì hài lòng, rất tốt và thẩm mỹ .cực kỳ chắc chắn",1
"Cực kì hài lòng, Sản phẩm tốt, chắc chắn giống quảng cáo",1
"Cực kì hài lòng, Đúng sản phẩm giao hàng nhanh",1
"Cực kì hài lòng, tôi hài lòng về sãn phẩm tốt",1
"Rất không hài lòng, Đóng gói xơ sài, vận chuyển bị trầy xước!",0
"Cực kì hài lòng, sản phẩm tốt, đầy đủ linh kiện, sẽ ủng hộ nữa hihi",1
"Cực kì hài lòng, Khá đẹp",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, Đóng gói rất kỹ, giao hàng nhanh, mình là mẹ sau sinh hiện có 2 bụng con, tóc mình rụng rất nhiều,  Nhưng biết đến sản phẩm Dầu gội trà xanh qua mua tiki, mình chỉ gội vài lần tóc mình đã giảm rụng rất nhìu, nay tóc mình đã hết rụng, mừng lắm. Sẽ ủng hộ dài dài luôn. Đánh giá 5 sao cho shop",1
"Cực kì hài lòng, Đã thử nhiều loại dầu gội rồi, tới mắc tiền mà chưa cải thiện đc tình trạng rụng tóc, e lang thang trên tiki thì kiếm đc dầu gội howcare, giờ tóc hết rụng hẳn luôn, lại suôn mượt k cần dầu xả nữa, chắc chắn sẽ xài sp dài dài, tuyệt vời quá😃",1
"Cực kì hài lòng, Dầu gội xài thích quá, đậm đặc, nhiều bọt, đặc biệt là hết sạch gàu luôn, gội mấy lần là k còn dính tóc rụng ở lược nữa, tóc mềm khỏi cần dầu xả tóc. Đúng là sản phẩm mình cần tìm lâu lắm rồi. Cám ơn Shop nhìu nha 😍, sẽ dùng lâu dài",1
"Cực kì hài lòng, Đóng gói kỷ lắm, lớn tuổi nên tóc yếu gãy rụng miết,  xài nhiều sản phẩm dù đắt tiền mà vẫn không hết được,  được người cháu hướng dẫn lên tiki mua dầu gội trà xanh howcare,  tui xài vài lần mà tóc giảm rụng hẵn, còn mềm mượt nữa,  tui không cần dùng thêm dầu xả. Cho 5 sao, tui đã tìm được sản phẩm ưng ý, mừng ghê.",1
"Cực kì hài lòng, giao hàg rất nhah lun đặt 2 ngày hàg đã có ..đóg gói chắc chắn an toàn ..mùi thơm dễ chịu mượt tóc ..cô chủ dễ thuơg tư vấn tận tìh sẽ ủng hộ thuờg xuyên ah 😆😆😆",1
"Cực kì hài lòng, Đóng gói hàng quá cẩn thận luôn, hộp trong + hộp ngoài + màng co, mình gội thấy êm tóc, để ướt thấy hơi rít nhưng sấy khô thì suôn mượt, đã nhất là hết gàu",1
"Hàng tốt, chất lượng, Đã đặt mua và sử dụng, cảm giác lúc đầu là dầu gội ít bọt, gội và xả nước nhanh, gội xong thấy tóc mềm và mượt, nhẹ, ko bị dính và bết như những dầu gội khác.
Rất hài lòng, sẽ ủng hộ lần sau.",1
"Cực kì hài lòng, Đóng gói cẩn thận, hết ngứa nhanh,  khi tóc ướt hơi rít, nhưng sau khi tóc sấy khô thì mượt, thông thoáng,nhẹ nhàng thoải mái cả đầu, hết gàu rất thich, sẽ ủng hộ tiếp",1
"Cực kì hài lòng, Da đầu mình bị đổ dầu, tóc bết bết, gàu nữa, gặp đúng loại dầu gội đang cần, có hướng dẫn sử dụng riêng cho da đầu dầu nữa, thích quá, thanks shop nhìu",1
"Rất không hài lòng, Dầu gội không có bọt, sau khi gội, lau khô tóc thì da đầu bị ngứa nhiều!",0
"Rất không hài lòng, Gội rít tóc , k bóng mượt như quản cáo",0
"Rất không hài lòng, dầu gội nhiều gàu tóc khô",0
"đẹp  hàng  rất  vừa  ý  ,rất  hài lòng, sản  phẩm  giống  hình  quảng  cáo  , áo dù  2 lớp dày  dặn  mặc  lên fom cũng  rất  đẹp  tôi rất  hài  lòng ,cảm ơn  shop  xẽ  ủng hộ nếu  có dip",1
"Chuẩn lắm shop, chỉ có thể là 5 sao chứ còn thước đo nào nữa đâu shop nhỉ 🤗🤗 rất hài lòng luôn ý ,này phải sắm thêm mấy con nữa mới được quá  là đẹp",1
"5 sao xứng đáng, tuyệt vời nhé shop,😂😂😂😍😍,xẽ giới thiệu cho bạn bè ngưoi thân ủng hộ,shop nhiệt tình mà áo rất ok",1
"Cực kì hài lòng, Con trai mình rất thích. So với giá thì rất OK. sản phẩm y như hình",1
"Cực kì hài lòng, áo mặc rất thoáng, màu đẹp rất ưng nha",1
"Cực kì hài lòng, Rất đẹp",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Không hài lòng, sản phẩm này k có chất lượng hiện giờ đã trách bên nách áo",0
"Cực kì hài lòng, mua tặng hs, giá mềm, chức năng khá ok",1
"Cực kì hài lòng, đồng hồ sài khá là ok",1
"Cực kì hài lòng, zui zui",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, Dùng chạy được 2 lần và rất ưng. Chất liệu chống nước, chạy mưa nhỏ k thấy ướt bên trong. Phần tiếp xúc với tay cũng tốt, không bị lăng nhiều khi chạy, ko gây mẩn ngứa. Khóa YKK kéo ra kéo vô rất mượt, đang chạy lấy ĐT ra coi rồi cất vào dễ dàng.",1
"Hài lòng, Phản quang cực tốt. Dây đeo vừa vặn với tay, chắc chắn nhưng vẫn không gây cảm giác bó chặt. Đựng vừa điện thoại Oppo. Có chống nước khi mưa nhẹ, mưa to thì chưa biết",1
"Cực kì hài lòng, Chất liệu đẹp ưng dã man, shop giao hàng siêu nhanh ạ.  Mua cho ny đi tập mà thích quá. Cho shop nghìn sao luôn 😍😍😍😍😍",1
"Cực kì hài lòng, Giao nhanh, hàng chất lượng, sẽ ủng hộ tiếp...👍👍👍",1
"Cực kì hài lòng, Bao đẹp, vải chống thấm nước, may chắc chắn, chun co giãn tốt",1
"Cực kì hài lòng, Sản phẩm tốt, rất hài lòng",1
"Cực kì hài lòng, Rất thích sản phẩm này!🇻🇳🇻🇳",1
"Cực kì hài lòng, hàng tốt, đáng mua nhé các bạn!",1
"Cực kì hài lòng, Tiện lợi,đẹp",1
"Sản phẩm tốt, giá thành hợp lý, mình dùng 1 tuần mới lên chia sẻ với mọi người cho chuẩn đây, Chắc chắn, khớp nối linh hoạt, được tặng cả kẹp mặt bàn và đế dẹt để bàn nên rất thích vì tiện lợi
lúc nào thích kẹp thì kẹp, lúc nào để chân đế mặt bàn cũng được
đèn được tặng xài cũng khá ổn
có công tắc dây nên không phải rút phích cắm thường xuyên
giấy tờ đầy đủ
5 sao nhé",1
"hài lòng với sp và shop, Về phía tiki thì giao hàng nhanh đóng gói cẩn thận.❤️
Về phía shop miDoctor hàng đủ và trước mắt là thấy chất lượng tốt. Shop làm rất cẩn thận về cả sp lẫn lời gửi khách hàng khiến mình khá hài lòng❤️ các bạn nên tham khảo shop này nhé (tuy đế của đèn có 1 vết móp nhỏ không đáng kể)",1
"Cực kì hài lòng, Hôm nay tôi nhận được đèn từ tiki. Cảm nhận đầu tiên là đóng gói cẩn thận, người giao hàng thân thiện nên ưng rồi
Đam mê sách vở lên muốn kiếm 1 cái đèn ưng tí để đọc sách đỡ hại mắt,
mở hộp ra thấy  Đèn có chỗ chỉnh các góc quay 4 phía rất ok luôn
Đèn pixar này t dùng để đọc sách rất ổn, bạn nào dùng làm đồ trang trí cũng khá là ổn áp, được tặng cả kẹp và và chân đế nữa đó mà giá lại rất hợp lý so với mua cùng hãng ngoài trung tâm thương mại
Ok, sẽ ủng hộ shop các bạn và tiki nữa.",1
"Ấn tượng với thiết kế linh hoạt, t nhận thấy hay, đèn của hãng miDoctor này được thiết kế xoay 360 độ
rất tiện cho việc chiếu sáng không gian khác nhau
chân đế để bàn và cái kẹp bàn đầy đủ, được tặng kèm khá chắc chắn
công tắc trên thân đèn, nên giác cắm để im 1 chỗ cũng được
giao hàng khá nhanh",1
"Cực kì hài lòng, Đèn rất đẹp và chắc chắn kèm lời cảm ơn dễ thương của shop. Mình rất vui vì đang lúc cần thì lại nhận đèn sớm hơn dự kiến nên về nhà là đi mua luôn bóng đèn led và khai đèn cho con học luôn. Cảm ơn shop và chúc shop luôn giữ vững lập trường kinh doanh như vậy để mang lại sự hài lòng cho khách hàng nhé.",1
"Cực kì hài lòng, Shop bọc hàng kĩ càng, mở ra kiểm tra chân đế xem có bị xước hay móp không nhưng mọi thứ vẫn ổn. Đèn tặng kèm công suất nhỏ, nếu cần dùng thì nên mua thêm. Nói chung là ổn, shop cũng có note lại kĩ càng nếu có vấn đề gì thì ng mua hàng nên gọi ngay cho shop. Rất cẩn thận ❤️",1
"Cực kì hài lòng, Mình mua đèn ko có bóng cả ship là 138k, giao hàng nhanh, đúng như mô tả, mình tự mua bóng 52k lắp vào rất ưng ý. Mk khuyên các b nên mua đèn trc mua bóng sau tránh quá trình vận chuyển bị vỡ bóg. Tuy nhiên khi gọi đt hỗ trợ thì 2 sdt ko liên lạc đc, luac sau mk gọi trên cap thì ok, các b nhiệt tình giúp đỡ khi mình ko cụp đc đèn. 5* luôn tin tưởng tiki",1
"Cực kì hài lòng, 5 sao cho khâu vận chuyển. 4 sao cho nhà cung cấp. 

Hàng đúng như thông tin mô tả, dùng đế đứng nhìn cũng xịn xò k kém j cái kẹp nẹp bàn, có điều hộp đựng hơi móp méo, với khuyến mãi cái đèn mình cũng k dám xài vì đèn km là đèn dây tóc sợ gắn vô thì bị j mắc công. 

Phải chạy ra tiệm mua cái bóng led 5w màu vàng giá 30 k xài cho an toàn.",1
"Cực kì hài lòng, lúc đầu mở ra khá ấn tượng vì có thư cảm ơn khi mua sp ( không những 1 mà tận 2 tờ), sp thì được bao bọc rất kiểu điều này tôi rất thích vì nó thể hiện sự tôn trọng khách hàng. Còn sp thì không có gì chê rất chắc chắn, không bị tróc sơn. Nên rất hài lòng và sẽ ủng hộ shop nhiều",1
"Xin lỗi vì đã đánh giá 1 sao, Sản phẩm nhận được không như mong đợi từ khâu đóng gói đến phụ kiện kèm theo:
1. Bộ đèn không có bóng, chỉ nhận được bóng tặng nhưng nhìn rất không an toàn (không dám lắp vào test thử).
2. Thiếu lò xo ở thân trên của sản phẩm.
Mua hàng tiki khá nhiều lần. Đây là lần đầu tiên khá thất vọng từ khâu đóng gói đến khâu nhận sản phẩm mua tại tiki. 
Tiki vui lòng hỗ trợ tôi đổi hoặc trả lại sản phẩm.",0
"Chưa Hài Lòng, Tiki ơi, lần sau giao hàng nhờ đóng gói cẩn thận giúp, vỏ hộp thì bị nhàu, rách, chóa đèn thì bị móp méo, đế đèn thì có cái bị móp, chầy xước. Midoctor shop ơi, sao ko kèm bóng Led giống như trên web để mà lại đưa bóng sợi đốt cho hao điện vầy nè.",0
"Rất không hài lòng, Trên mô tả một đằng sản phẩm nhận kích thước một nẻo, tiki đã hỗ trợ đổi trả hàng đến lần thứ 2 mà vẫn không đúng, tốn cả 4-5 cuộc điện thoại và chờ cả tháng trời không có sản phẩm trễ tiến độ công việc của mình! Đặt hàng tiki nhiều lần mà lần này quá thất vọng!",0
"Hàng không đúng chất lượng, giao hàng lần 1 thì đế móp, đèn méo - đổi trả
giao hàng lần 2 thì đèn vẫn méo, bóng tặng thì gỉ sét, đen thui, cắm đèn không sáng

Mất hai tuần đổi trả kết quả vẫn vậy, quá tốn thời gian để mua một món đồ làm quà noel.",0
"Không hài lòng, Tôi nhận được hàng rồi nhung k ưng ý vì bóng đèn tối quá có sáng đâu mà học được màu ánh sáng thì vàng bóng 60w ghi ở hộp mà trong thì tặng bóng có 25w mói chung là lần đầu mua mà đã thất vọng rui, bảo thứ 5 mới có hàng mà đặt hôm trước hôm sau dã có cũng k biết là hàng chất lượng k nữa",0
"Rất không hài lòng, đèn bị hư công tắc không bật lên được đã thay bóng led vào vẫn vậy đã gọi tổng đài tiki hỗ trợ để được đổi hàng . không như bên bán hàng có để tờ giấy trong hôp nói có vấn đề thì gọi nhưng không hỗ trợ được gì . đúng là không có trách nhiệm với sản phẩm mình bán ra",0
"Hàng giao bị lỗi, hỏng. Rất thất vọng và đáng buồn!, Bóng đèn là đồ dễ vỡ, phải bọc đệm cẩn thận để tránh quá trình va đập trong lúc vận chuyển. Mặc dù bên ngoài đã ghi là hàng dễ vỡ, nhưng khi mở ra thì đèn đã bị vỡ vụn thế này (Bọc đèn không cẩn thận). Rất mong Tiki chú ý tới những sản phẩm như thế này trong những đơn hàng tương tự lần sau. Thân!",0
"Rất không hài lòng, Quá tệ, bóng đèn không sáng. Theo nội dung bán hàng thì có tặng bóng đèn kèm theo nhưng không có. Đã mua hàng từ Tiki rất nhiều từ trước đến nay rất hài lòng. Nhưng lần này thì thất vọng quá. Với nhà cung cấp sản phẩm thế này, đề nghị Tiki cần đánh giá, xem xét lại.",0
"Dịch vụ hậu mãi kém, Khung chắc chắn,  tuy nhiên không có bóng đèn,  mở ra thì có lời cảm ơn xin đánh giá 5 sao và hướng dẫn khi có vấn đề thì liên hệ trước đánh giá nhưng liên hệ thì im lặng không hồi âm nên đánh giá dịch vụ kém và k có nhu cầu mua lại từ đơn vị này",0
"Cực kì hài lòng, hàng gửi về không có trầy nó tách ra làm 2 mình tưởng sẽ rất dễ rớt ra khi ngồi nhưng gắn vào rồi k rơi ra thật sự rất tốt",1
"Cực kì hài lòng, Hàng chất lượng. Lắp đặt sẵn, về chỉ ráp trụ chân là xong. Cám ơn tiki. Chắc mình đặt thêm cái nữa",1
"Cực kì hài lòng, ngồi ko vững lắm không biết do mình lắp lỏng tay hay sao á",1
"Cực kì hài lòng, sản phẩm tốt lắm ạ. rất phù hợp. để lắp ráp",1
"Cực kì hài lòng, Mình tự lắp nha mọi người. Thấy cũng chắc chắn. Trong tầm giá này thì ok",1
"Cực kì hài lòng, Hài lòng",1
"Cực kì hài lòng, Được lắmmm",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, hàng chất lượng tốt đóng gói đẹp.sẽ ủng hộ tiếp lần mua tới.shop lên thêm nhiều tùy chọn và nhiều màu hơn để mọi người dễ lựa chọn.cám ơn shop tiki",1
"Cực kì hài lòng, Ngon xuất sắc. Loại ngũ cốc màu tím này nhiều trái cây sấy hơn bịch màu hồng, cá nhân mình thì thích ăn trái cây sấy nên thích màu tím hơn",1
"Cực kì hài lòng, Sản phẩm đóng gói đẹp và ăn kèm sữa tươi rất ngon",1
"Cực kì hài lòng, ngon và giao nhanh nên cho 5 sao",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, Ăn ngon",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, san phẩm khi mua ve khui ra an mem an k ngon, san pham dong goi k ki, rat k hài lòng về sản phẩm",0
"Không hài lòng, Theo cá nhân mình không ngon cho lắm",0
"Cực kì hài lòng, Xài thử sẽ đánh giá sau",1
"Cực kì hài lòng, Giao hàng nhanh hơn dự kiến. Đóng gói kỹ. Vì là hàng chính hãng gửi nên chất lượng miễn bàn. Mình mua mấy lần rồi 😁.
Ps: Đã lấy 1 lõi ra sử dụng.",1
"Cực kì hài lòng, Lõi lọc chính hãng. Hạn sử dụng vẫn còn xa. Lọc xong nước không có mùi nước máy nữa. Rất an tâm. Đáng sử dụng để bảo vệ sức khoẻ.",1
"Tốt, Sản phẩm bán theo hộp 3 lõi, đóng gói cẩn thận, hộp thấy ghi tiếng Nga hay sao đó. Dự trữ mỗi tháng thay 1 lõi đỡ phải order liên tục",1
"Cực kì hài lòng, Đợi 1 tuần mới giao. Đóng gói kĩ. 
Mua để dành chưa xài tới.",1
"sản phẩm chính hãng, bọc cẩn thận, đã mua rất nhiều đồ từ tiki nên tuyệt đối tin tưởng chất lượng.  mình mua kèm với bình lọc brita thấy dùng rất ổn",1
